AirQuality,Alcohol,Ambient,CO,CO2,CO2_E,EW,Humidity,MAC_addr,NO2,NS,Noise,Ozone,Ozone_S,Radiation,SO2,Temp_C,Toluene,UV,VCC,createdAt,elevation,ground_speed,latitude,longitude,objectId,pressure,time,updatedAt
-1,-1,638.166666667,43,105,-1,E,43.1666666667,b8:27:eb:8a:84:f0,333.5,N,11.8333333333,-1,507.5,-1,547.666666667,16.5,-1,2.5,5.0383333333,2015-11-03T01:31:57.420Z,62.9,2.331192,37.7861753056,-122.402989194,kY4K4MPswd,100626.166667,1446512364.6543,2015-11-03T01:31:57.420Z
-1,-1,635.8,43,105,-1,E,43.2,b8:27:eb:8a:84:f0,346,N,8.8,-1,508,-1,547.4,16.2,-1,2.4,5.06,2015-11-03T01:32:01.676Z,62.96,1.1748093333,37.7861817576,-122.402989848,quR61ipF6x,100627.8,1446512369.49743,2015-11-03T01:32:01.676Z
-1,-1,637.8,43,105,-1,E,42.8,b8:27:eb:8a:84:f0,331.2,N,10.2,-1,508,-1,547.4,16.6,-1,2.2,5.036,2015-11-03T01:32:06.233Z,63,0.894258,37.786177,-122.402988667,YZctWQcq9m,100629.6,1446514325.87708,2015-11-03T01:32:06.233Z
-1,-1,636.833333333,43,105,-1,E,43.3333333333,b8:27:eb:8a:84:f0,334.666666667,N,10.6666666667,-1,507.5,-1,547.5,16,-1,2.1666666667,5.0566666667,2015-11-03T01:32:06.380Z,63.0666666667,2.805608,37.7861591667,-122.403006931,RuXcpYK9Ts,100626,1446514325.97954,2015-11-03T01:32:06.380Z
-1,-1,638.666666667,43,104.833333333,-1,E,42.1666666667,b8:27:eb:8a:84:f0,336.333333333,N,11.8333333333,-1,507.5,-1,547.666666667,16.8333333333,-1,2.1666666667,5.0383333333,2015-11-03T01:32:07.741Z,63,0.894258,37.786177,-122.402988667,1y0YaBdiVy,100623.333333,1446514327.31144,2015-11-03T01:32:07.741Z
-1,-1,638.8,43.2,105,-1,E,42,b8:27:eb:8a:84:f0,353.2,N,18.4,-1,507.4,-1,547.8,17,-1,2.2,5.04,2015-11-03T01:32:16.356Z,63,0.894258,37.786177,-122.402988667,7OH1lBrDly,100622.6,1446514335.97544,2015-11-03T01:32:16.356Z
-1,-1,638.6,43,105,-1,E,42.4,b8:27:eb:8a:84:f0,347,N,11.6,-1,508.4,-1,547.4,16.6,-1,2.4,5.066,2015-11-03T01:32:16.484Z,62.9,1.1990924,37.7861678,-122.402996067,qIN9J1vWVa,100628.8,1446514336.14738,2015-11-03T01:32:16.484Z
-1,-1,641.166666667,43.8333333333,104.833333333,-1,E,42,b8:27:eb:8a:84:f0,350,N,13.1666666667,-1,507,-1,547.833333333,17,-1,2.3333333333,5.04,2015-11-03T01:32:16.614Z,63,0.894258,37.786177,-122.402988667,oD9r857QKq,100626.333333,1446514336.27264,2015-11-03T01:32:16.614Z
-1,-1,648.333333333,43.1666666667,105,-1,E,43.6666666667,b8:27:eb:8a:84:f0,340,N,15.1666666667,-1,507.833333333,-1,547.166666667,16.3333333333,-1,2.3333333333,5.0333333333,2015-11-03T01:32:52.611Z,-14.02,1.2813043333,37.7850752879,-122.4043235,YVrXbnVT6H,100623,1446514372.06278,2015-11-03T01:32:52.611Z
-1,-1,648.833333333,42.8333333333,105,-1,E,43.5,b8:27:eb:8a:84:f0,354.333333333,N,15.3333333333,-1,508.166666667,-1,547.833333333,16.5,-1,2.1666666667,5.015,2015-11-03T01:32:57.928Z,-13.1,1.561118,37.7851534444,-122.404240444,LJaM4cWYt0,100623,1446514377.24411,2015-11-03T01:32:57.928Z
-1,-1,652.6,42.8,105,-1,E,43.4,b8:27:eb:8a:84:f0,350.2,N,7.8,-1,508.2,-1,547.6,16.2,-1,2.2,5.016,2015-11-03T01:33:03.418Z,-11.78,3.701874,37.7851852,-122.404207433,5QI9vYOjHX,100624.4,1446514382.35328,2015-11-03T01:33:03.418Z
-1,-1,651.166666667,43,105,-1,E,42.8333333333,b8:27:eb:8a:84:f0,335.833333333,N,14.5,-1,507.833333333,-1,547.666666667,16.5,-1,2.5,5.0266666667,2015-11-03T01:33:09.265Z,-10.56,4.1561292,37.7851746,-122.404211617,YiMppCevRN,100623.333333,1446514388.39207,2015-11-03T01:33:09.265Z
-1,-1,111.333333333,40.8333333333,102,-1,E,41,b8:27:eb:8a:84:f0,340.333333333,N,14.1666666667,-1,508.666666667,-1,548,19,-1,4,5.0516666667,2015-11-03T22:15:45.440Z,46.5666666667,0.4244583333,37.7860514444,-122.403269917,TdkoNQdKJL,101052.166667,1446588940.80356,2015-11-03T22:15:45.440Z
-1,-1,102.833333333,40.6666666667,101.666666667,-1,E,41,b8:27:eb:8a:84:f0,343,N,14.8333333333,-1,509.5,-1,547.666666667,19,-1,4.8333333333,5.0283333333,2015-11-03T22:15:45.664Z,54.3666666667,2.151691,37.7859021389,-122.403207347,UdDcYMAUqr,101047.333333,1446588845.44494,2015-11-03T22:15:45.664Z
-1,-1,112.666666667,41,102,-1,E,41,b8:27:eb:8a:84:f0,348.666666667,N,11.1666666667,-1,509.166666667,-1,547.666666667,19,-1,4,5.045,2015-11-03T22:15:48.564Z,34.26,0.8482228,37.78618165,-122.403310533,YcGKwwCQ4V,101049.833333,1446588945.85849,2015-11-03T22:15:48.564Z
-1,-1,100.833333333,41,100.833333333,-1,E,41,b8:27:eb:8a:84:f0,335.833333333,N,18,-1,508.5,-1,548.333333333,19,-1,5,5.0316666667,2015-11-03T22:15:49.060Z,22.8333333333,1.6261113333,37.7861555139,-122.40328875,PAsS3gC48u,101046.833333,1446588948.03628,2015-11-03T22:15:49.060Z
-1,-1,106.5,40.3333333333,102.666666667,-1,E,41,b8:27:eb:8a:84:f0,347.5,N,12.6666666667,-1,508.166666667,-1,547.833333333,19,-1,4.3333333333,5.0433333333,2015-11-03T22:15:49.063Z,50.1333333333,0.6570756667,37.7860017222,-122.403255667,yb63rMsUou,101048.833333,1446588947.51673,2015-11-03T22:15:49.063Z
-1,-1,105.6,40.2,101.6,-1,E,41,b8:27:eb:8a:84:f0,353,N,7.6,-1,508.8,-1,548,19,-1,4.2,5.036,2015-11-03T22:15:49.380Z,52.64,3.0502768,37.7859488667,-122.403228,bZPnOWqukK,101044.8,1446588942.56182,2015-11-03T22:15:49.380Z
-1,-1,101.2,41,101.2,-1,E,41,b8:27:eb:8a:84:f0,341.4,N,10.2,-1,508.2,-1,547.6,19,-1,5,5.034,2015-11-03T22:15:49.396Z,28.76,0.7952244,37.7860785,-122.403260033,sxAWfr2CtD,101050,1446588942.55434,2015-11-03T22:15:49.396Z
-1,-1,104.5,40.8333333333,101.833333333,-1,E,41,b8:27:eb:8a:84:f0,345.333333333,N,14.1666666667,-1,508.5,-1,548,19,-1,5,5.0166666667,2015-11-03T22:16:37.897Z,-39.14,0.7120544,37.7864332333,-122.4033721,H69GdILPhI,101051.166667,1446588995.21739,2015-11-03T22:16:37.897Z
-1,-1,102.666666667,41,101.833333333,-1,E,41.3333333333,b8:27:eb:8a:84:f0,359.333333333,N,14.8333333333,-1,509.166666667,-1,548.166666667,18.8333333333,-1,5,5.0116666667,2015-11-03T22:16:38.467Z,-12.25,0.7328791111,37.7863665741,-122.403367611,YlQf9UY2LJ,101039.166667,1446588995.2097,2015-11-03T22:16:38.467Z
-1,-1,105,40.8,101.8,-1,E,40.8,b8:27:eb:8a:84:f0,345.2,N,15.6,-1,507.6,-1,548,18.6,-1,5,5.01,2015-11-03T22:16:40.723Z,-40.06,1.192744,37.7863734667,-122.4033633,2a0GB3wcEC,101049.2,1446588997.83534,2015-11-03T22:16:40.723Z
-1,-1,103.333333333,41,101.666666667,-1,E,41,b8:27:eb:8a:84:f0,360,N,14.8333333333,-1,509.5,-1,548,19,-1,5,5.0183333333,2015-11-03T22:16:42.620Z,-23.65,0.8199803333,37.7864036806,-122.403373986,zy3tZhUDFT,101041.166667,1446588993.46829,2015-11-03T22:16:42.620Z
-1,-1,103.666666667,41,101.666666667,-1,E,41.1666666667,b8:27:eb:8a:84:f0,341.666666667,N,19.8333333333,-1,509.333333333,-1,547.833333333,19,-1,5,5.02,2015-11-03T22:16:42.628Z,-35.7833333333,0.463713,37.7864652917,-122.403397417,5knGRK24Y2,101044.833333,1446588993.45818,2015-11-03T22:16:42.628Z
-1,-1,103,41,101.6,-1,E,41.2,b8:27:eb:8a:84:f0,345.8,N,13.2,-1,510.4,-1,548,19,-1,5,5.02,2015-11-03T22:16:42.634Z,-30.22,0.7458928,37.7864382667,-122.403389133,oko9tGnMyA,101041.6,1446588998.47228,2015-11-03T22:16:42.634Z
-1,-1,104.2,41,101.2,-1,E,41,b8:27:eb:8a:84:f0,343.2,N,11.8,-1,508.2,-1,548.4,19,-1,5,5.024,2015-11-03T22:16:49.669Z,-38.94,0.377704,37.7864744333,-122.403385133,KKyxygG9Fa,101041.4,1446589006.80894,2015-11-03T22:16:49.669Z
-1,-1,104.333333333,41,101,-1,E,41,b8:27:eb:8a:84:f0,345.166666667,N,21.3333333333,-1,508.5,-1,548,18.6666666667,-1,5,5.0083333333,2015-11-03T22:16:49.673Z,-41.8333333333,0.171797,37.7863290278,-122.403360361,bRnbX5HG66,101049.666667,1446589007.94838,2015-11-03T22:16:49.673Z
-1,-1,104.5,41.3333333333,100.833333333,-1,E,41,b8:27:eb:8a:84:f0,336.5,N,11.3333333333,-1,509.166666667,-1,548.333333333,19,-1,5,5.005,2015-11-03T22:16:54.023Z,-48.8833333333,0.697461,37.786310875,-122.403364778,xyLmvhO0ET,101049.333333,1446589010.812,2015-11-03T22:16:54.023Z
-1,-1,104,41,100.8,-1,E,40.8,b8:27:eb:8a:84:f0,350.2,N,10,-1,507.8,-1,547.6,18.6,-1,5,5.012,2015-11-03T22:16:54.028Z,-43.8,0.5569408,37.7862989,-122.4033559,P847aRgb2Q,101047.6,1446589011.3633,2015-11-03T22:16:54.028Z
-1,-1,104.333333333,41,101,-1,E,41.1666666667,b8:27:eb:8a:84:f0,350.166666667,N,10.6666666667,-1,509,-1,548.166666667,19,-1,5,5.0066666667,2015-11-03T22:17:03.205Z,-52.74,1.47695,37.7863264167,-122.403371967,anvViR8c2x,101048.666667,1446589015.9724,2015-11-03T22:17:03.205Z
-1,-1,103.333333333,41,100.5,-1,E,41,b8:27:eb:8a:84:f0,347.833333333,N,13.8333333333,-1,508,-1,548.166666667,19,-1,5,5.0216666667,2015-11-03T22:17:09.931Z,-56.3666666667,0.5806176667,37.7863005278,-122.403372403,8TRoKUrLmu,101051.333333,1446589026.39179,2015-11-03T22:17:09.931Z
-1,-1,104.2,41,100.6,-1,E,41,b8:27:eb:8a:84:f0,348,N,10.8,-1,509,-1,548.4,19,-1,5,5.014,2015-11-03T22:17:09.987Z,-55.22,1.6117904,37.7863379667,-122.403375367,79uAO5Xm2K,101050.6,1446589026.52394,2015-11-03T22:17:09.987Z
-1,-1,103.333333333,41,101,-1,E,41.1666666667,b8:27:eb:8a:84:f0,343.166666667,N,18.1666666667,-1,508.5,-1,548.166666667,19,-1,5,5.0116666667,2015-11-03T22:17:33.172Z,-31.275,2.8729575,37.7862329167,-122.403355958,EyOncblArQ,101053,1446589050.95874,2015-11-03T22:17:33.172Z
-1,-1,103.2,41,101.6,-1,E,41,b8:27:eb:8a:84:f0,347.8,N,12.6,-1,508.2,-1,548.2,19,-1,5,5.02,2015-11-03T22:17:37.476Z,16.4,0.3763632,37.7861584,-122.403341533,5lSZijWzNX,101049.8,1446589056.26566,2015-11-03T22:17:37.476Z
-1,-1,103,41.3333333333,101.166666667,-1,E,40.6666666667,b8:27:eb:8a:84:f0,331.833333333,N,12.6666666667,-1,508,-1,548.166666667,18.3333333333,-1,5,5.01,2015-11-03T22:17:38.010Z,17,0.6033056,37.7862134,-122.403352033,P8WxTsJa8H,101048.5,1446589056.91962,2015-11-03T22:17:38.010Z
-1,-1,103.4,40.8,101,-1,E,41,b8:27:eb:8a:84:f0,329.6,N,9.6,-1,508,-1,548.4,19,-1,5,5.022,2015-11-03T22:17:38.015Z,-9.78,1.2348568,37.7861935,-122.403351567,buBLaFQsGm,101052.2,1446589056.93938,2015-11-03T22:17:38.015Z
-1,-1,103.166666667,41,101.5,-1,E,41,b8:27:eb:8a:84:f0,347,N,13.8333333333,-1,507.833333333,-1,548.166666667,18.3333333333,-1,5,5.015,2015-11-03T22:17:42.660Z,4.2666666667,0.5627663333,37.7861518611,-122.403346597,M4uMqt2nek,101050.833333,1446589060.73234,2015-11-03T22:17:42.660Z
-1,-1,102.166666667,41.1666666667,100.833333333,-1,E,41,b8:27:eb:8a:84:f0,343.5,N,12,-1,508.5,-1,548,19,-1,5,4.995,2015-11-03T22:17:48.134Z,10.4666666667,0.422378,37.7862599583,-122.40336725,3U7z5DFy4e,101049.166667,1446589066.39331,2015-11-03T22:17:48.134Z
-1,-1,102.6,41,101,-1,E,41.2,b8:27:eb:8a:84:f0,363.2,N,17,-1,507.6,-1,547.8,18.8,-1,5,5.002,2015-11-03T22:17:48.280Z,6.88,0.7578192,37.7862869,-122.4033732,uhcNrJaNUx,101050,1446589067.03234,2015-11-03T22:17:48.280Z
-1,-1,103.166666667,41,100.666666667,-1,E,41.1666666667,b8:27:eb:8a:84:f0,332.5,N,13.8333333333,-1,508.833333333,-1,547.666666667,18.5,-1,5,5.0066666667,2015-11-03T22:17:54.978Z,3.1833333333,0.7644353333,37.7863169583,-122.403381208,cFa2MDY5c1,101051.5,1446589071.6452,2015-11-03T22:17:54.978Z
-1,-1,102.8,40.8,101,-1,E,41,b8:27:eb:8a:84:f0,340.4,N,15.2,-1,509.4,-1,548.2,19,-1,5,5.012,2015-11-03T22:17:59.476Z,1.11022302463E-017,0.303864,37.7863174667,-122.4033913,MB3Q6rlP6S,101052.2,1446589078.18064,2015-11-03T22:17:59.476Z
-1,-1,102.833333333,40.5,101,-1,E,41,b8:27:eb:8a:84:f0,345.666666667,N,12.8333333333,-1,507.666666667,-1,548,18.5,-1,5,5.005,2015-11-03T22:18:03.114Z,1.3,0.8307626667,37.7862922639,-122.403401014,l5X131Klmh,101042.666667,1446589082.40734,2015-11-03T22:18:03.114Z
-1,-1,102.333333333,40.6666666667,101,-1,E,40.8333333333,b8:27:eb:8a:84:f0,346.666666667,N,11.1666666667,-1,508.666666667,-1,548,19,-1,5,5,2015-11-03T22:18:22.582Z,5.72,1.9434592,37.78625075,-122.403411583,UUJd3ZRW3q,101047.166667,1446589097.3219,2015-11-03T22:18:22.582Z
-1,-1,102.8,40.6,101,-1,E,41,b8:27:eb:8a:84:f0,350.8,N,16,-1,508.8,-1,548.2,18.4,-1,5,5.002,2015-11-03T22:18:25.445Z,4.15,2.5199295,37.7862830833,-122.403408875,6tyAq95xCF,101047.4,1446589102.22417,2015-11-03T22:18:25.445Z
-1,-1,104,40.5,101,-1,E,41,b8:27:eb:8a:84:f0,337.5,N,11.6666666667,-1,508.5,-1,548.166666667,19.1666666667,-1,5,5,2015-11-03T22:18:25.584Z,6.05,1.3836263333,37.7861469444,-122.403372486,vbchDDHu0B,101045.5,1446589102.36729,2015-11-03T22:18:25.584Z
-1,-1,104,40.8,100.8,-1,E,41.2,b8:27:eb:8a:84:f0,350.2,N,14.2,-1,508.4,-1,548,18.6,-1,5,5.016,2015-11-03T22:18:29.068Z,5.74,0.4205872,37.7861913667,-122.4033906,vwmMZgEPWQ,101049.8,1446589106.9572,2015-11-03T22:18:29.068Z
-1,-1,102.666666667,41,101.5,-1,E,41,b8:27:eb:8a:84:f0,350.833333333,N,11.3333333333,-1,509.166666667,-1,548.333333333,19,-1,5,5.0066666667,2015-11-03T22:18:31.401Z,6,0.653557,37.7860700278,-122.403370278,9uhDRYsT9A,101045.833333,1446589110.80921,2015-11-03T22:18:31.401Z
-1,-1,103.4,41,101.2,-1,E,41,b8:27:eb:8a:84:f0,349.4,N,16.4,-1,508,-1,548.2,18.8,-1,5,5.008,2015-11-03T22:18:33.771Z,6.26,0.6883868,37.7860935667,-122.4033661,nZYwOMk4vd,101049.4,1446589107.74171,2015-11-03T22:18:33.771Z
-1,-1,101.833333333,41,101.166666667,-1,E,41,b8:27:eb:8a:84:f0,345.333333333,N,11.1666666667,-1,508.833333333,-1,548,18.8333333333,-1,5,5.005,2015-11-03T22:18:43.122Z,5.7666666667,0.4129146667,37.7860631667,-122.403371278,TTWlU00fvv,101042.833333,1446589120.77964,2015-11-03T22:18:43.122Z
-1,-1,101.6,40.8,101,-1,E,41,b8:27:eb:8a:84:f0,351.8,N,13.8,-1,508.6,-1,548,18.8,-1,5,4.992,2015-11-03T22:18:50.240Z,5.14,0.1136564,37.7860834333,-122.403379967,c8CS8MbVUl,101045.8,1446589121.19705,2015-11-03T22:18:50.240Z
-1,-1,107.4,41,101,-1,E,41,b8:27:eb:8a:84:f0,361.6,N,16.6,-1,507.8,-1,548,19,-1,5,5.01,2015-11-03T22:18:53.430Z,1.72,0.3978048,37.7861704667,-122.4034045,lpS0Pg1yeD,101041.6,1446589131.61887,2015-11-03T22:18:53.430Z
-1,-1,103,40.8333333333,101.166666667,-1,E,41.1666666667,b8:27:eb:8a:84:f0,348.333333333,N,20.3333333333,-1,509,-1,548,18.8333333333,-1,5,5.0033333333,2015-11-03T22:18:54.653Z,3.2,0.5372776667,37.7861488611,-122.403401167,xqiba2T5Hb,101046.833333,1446589126.81895,2015-11-03T22:18:54.653Z
-1,-1,114.666666667,40.6666666667,101.166666667,-1,E,41,b8:27:eb:8a:84:f0,327,N,14,-1,512.333333333,-1,548.333333333,18.5,-1,4.3333333333,4.9916666667,2015-11-03T22:18:56.247Z,2.36,0.8456516,37.7861382333,-122.40339965,SdPkwpMa5e,101043,1446589135.69448,2015-11-03T22:18:56.247Z
-1,-1,99,41,101.6,-1,E,41,b8:27:eb:8a:84:f0,346.4,N,12.6,-1,508.4,-1,548.2,19.4,-1,6.4,5.026,2015-11-03T22:19:14.858Z,-2.78,0.5138724,37.7861788667,-122.403400333,8TYacBX4Yr,101048,1446589152.53312,2015-11-03T22:19:14.858Z
-1,-1,120.4,40.8,100.8,-1,E,41,b8:27:eb:8a:84:f0,336.2,N,11.8,-1,509,-1,548.4,18.8,-1,4.2,5.008,2015-11-03T22:19:14.860Z,1.92,1.7338212,37.7861317333,-122.4034035,kqh0iqaNTw,101049.8,1446589152.54137,2015-11-03T22:19:14.860Z
-1,-1,111.5,40.8333333333,100.833333333,-1,E,41,b8:27:eb:8a:84:f0,343.166666667,N,12,-1,509.166666667,-1,548.333333333,19,-1,5.8333333333,5.0066666667,2015-11-03T22:19:22.511Z,0.8333333333,1.03018,37.7861211111,-122.403394986,TOp9hwu5AT,101048.5,1446589161.09916,2015-11-03T22:19:22.511Z
-1,-1,98.3333333333,40.3333333333,101.666666667,-1,E,41.5,b8:27:eb:8a:84:f0,345.333333333,N,12.5,-1,507.833333333,-1,548,19.1666666667,-1,6.5,5.0033333333,2015-11-03T22:19:23.052Z,-11.6166666667,0.3362356667,37.7862464722,-122.403415194,k7znOeG4s3,101049.5,1446589162.281,2015-11-03T22:19:23.052Z
-1,-1,98.8333333333,40.5,101.833333333,-1,E,41.3333333333,b8:27:eb:8a:84:f0,339.666666667,N,19,-1,508.833333333,-1,548,18.8333333333,-1,6.3333333333,5.02,2015-11-03T22:19:24.523Z,-6.5166666667,0.274928,37.7862128056,-122.40340575,meOIexrmVX,101047.166667,1446589157.71832,2015-11-03T22:19:24.523Z
-1,-1,98.5,40.3333333333,101,-1,E,41.3333333333,b8:27:eb:8a:84:f0,360.333333333,N,11.5,-1,509,-1,548.333333333,19.1666666667,-1,6.3333333333,5.0066666667,2015-11-03T22:19:32.809Z,-20.72,1.2662136,37.7863297333,-122.403440633,cr6GIVFCML,101051,1446589171.50812,2015-11-03T22:19:32.809Z
-1,-1,98,40.2,101,-1,E,41.4,b8:27:eb:8a:84:f0,338,N,11.4,-1,509.2,-1,547.8,19.4,-1,6.6,5.002,2015-11-03T22:19:33.263Z,-15.66,0.63857,37.7862831833,-122.403423583,c272oj7HuC,101047.6,1446589171.84891,2015-11-03T22:19:33.263Z
-1,-1,98.4,40.6,100.8,-1,E,41,b8:27:eb:8a:84:f0,337.8,N,11.4,-1,508.2,-1,548.8,18.8,-1,6.6,5,2015-11-03T22:19:36.844Z,-26.08,0.4386768,37.7863557667,-122.403454433,M0pwymGR9N,101051.2,1446589175.99933,2015-11-03T22:19:36.844Z
-1,-1,98,40.3333333333,100.666666667,-1,E,41,b8:27:eb:8a:84:f0,339.5,N,14.5,-1,508.333333333,-1,548,19.3333333333,-1,6.8333333333,5.0016666667,2015-11-03T22:19:44.286Z,-28.9666666667,0.4202853333,37.7863285556,-122.403450306,pziTpuj8dE,101049.833333,1446589183.05827,2015-11-03T22:19:44.286Z
-1,-1,98.2,40.4,100.8,-1,E,41,b8:27:eb:8a:84:f0,360.6,N,12.6,-1,507.8,-1,547.8,18.6,-1,6.6,5.008,2015-11-03T22:19:46.740Z,-32.4,0.7821572,37.7863300667,-122.403454067,SFIfWly1S5,101053.4,1446589185.93912,2015-11-03T22:19:46.740Z
-1,-1,98.5,40,100.833333333,-1,E,41.3333333333,b8:27:eb:8a:84:f0,357,N,12.8333333333,-1,508.333333333,-1,548,19.5,-1,6.6666666667,5.005,2015-11-03T22:19:53.169Z,-37.2,0.687367,37.7863454722,-122.403468569,MrHc5Jrr1W,101049.166667,1446589191.52641,2015-11-03T22:19:53.169Z
-1,-1,98.4,40,100.8,-1,E,41,b8:27:eb:8a:84:f0,340.6,N,16,-1,509.4,-1,548,19.4,-1,6.6,4.998,2015-11-03T22:19:56.322Z,-43.48,0.4139684,37.7863820333,-122.403480033,WMnJ4Z8lKW,101049,1446589195.81967,2015-11-03T22:19:56.322Z
-1,-1,99.1666666667,40.1666666667,100.5,-1,E,41.1666666667,b8:27:eb:8a:84:f0,337.166666667,N,10.8333333333,-1,508.5,-1,548.333333333,19.6666666667,-1,6.6666666667,5.0016666667,2015-11-03T22:20:01.533Z,-45.95,0.25322,37.7863645417,-122.403473542,9rcxfLLj5r,101046.5,1446589200.83993,2015-11-03T22:20:01.533Z
-1,-1,99.5,40,101,-1,E,41.3333333333,b8:27:eb:8a:84:f0,338,N,14.6666666667,-1,508.666666667,-1,548.166666667,19.3333333333,-1,6.3333333333,5.0033333333,2015-11-03T22:20:17.669Z,-61.2666666667,0.8277553333,37.7864208889,-122.40349,GCDoyCMYBU,101050,1446589216.67879,2015-11-03T22:20:17.669Z
-1,-1,99.6666666667,40,100.833333333,-1,E,40.8333333333,b8:27:eb:8a:84:f0,340.5,N,10,-1,509.166666667,-1,548,19.1666666667,-1,6.3333333333,4.9966666667,2015-11-03T22:20:22.297Z,-46.4,0.500858,37.7863210417,-122.403462708,kWssQSNinA,101046.666667,1446589205.86998,2015-11-03T22:20:22.297Z
-1,-1,99.6,40.8,101.4,-1,E,41.2,b8:27:eb:8a:84:f0,334.6,N,14,-1,508.4,-1,548.2,19.8,-1,7,5.004,2015-11-03T22:20:23.952Z,-65.54,0.756344,37.7864354167,-122.403493867,di73DK3ltg,101050.4,1446589222.02268,2015-11-03T22:20:23.952Z
-1,-1,99.8333333333,40.8333333333,101.333333333,-1,E,41,b8:27:eb:8a:84:f0,346.5,N,16,-1,509.166666667,-1,548.166666667,19.8333333333,-1,6.1666666667,5.015,2015-11-03T22:20:26.879Z,-64.1666666667,2.4513036667,37.7864469167,-122.403501792,bolBUL2g2K,101048.5,1446589226.10191,2015-11-03T22:20:26.879Z
-1,-1,99.2,40,101,-1,E,41,b8:27:eb:8a:84:f0,352.6,N,11.6,-1,508.8,-1,548,19.6,-1,6.8,4.996,2015-11-03T22:20:28.201Z,-53.86,0.675356,37.7863746,-122.403478533,Z6dKbgvwI8,101049.6,1446589226.89176,2015-11-03T22:20:28.201Z
-1,-1,97.6,40.4,101.2,-1,E,41.2,b8:27:eb:8a:84:f0,350.2,N,18.8,-1,508.8,-1,548,19.4,-1,6.4,4.992,2015-11-03T22:20:32.003Z,-59.42,1.966912,37.7864568,-122.403513067,lP4Wtv2Las,101046,1446589231.03054,2015-11-03T22:20:32.003Z
-1,-1,97.5,40.8333333333,100.666666667,-1,E,41.3333333333,b8:27:eb:8a:84:f0,344.5,N,47.8333333333,-1,508.5,-1,548.5,20,-1,7,5.0066666667,2015-11-03T22:20:42.784Z,-63.8833333333,2.1405393333,37.7864935,-122.403530958,bYpnHiyJDs,101048.833333,1446589236.22699,2015-11-03T22:20:42.784Z
-1,-1,97.8,40.6,101,-1,E,41,b8:27:eb:8a:84:f0,345.6,N,38,-1,508.4,-1,548.2,19.6,-1,6.8,5.018,2015-11-03T22:20:50.820Z,-70.56,1.1143668,37.7865260667,-122.403543,VNwZuqs6Hc,101046.4,1446589240.84852,2015-11-03T22:20:50.820Z
-1,-1,98,40,101.666666667,-1,E,41,b8:27:eb:8a:84:f0,338.666666667,N,23.6666666667,-1,509.166666667,-1,547.833333333,20,-1,7,5.005,2015-11-03T22:20:52.226Z,-72.15,0.4434436667,37.7865051111,-122.403534972,DcOFMIaQ0T,101045.166667,1446589246.19662,2015-11-03T22:20:52.226Z
-1,-1,98,40.8,101,-1,E,41.2,b8:27:eb:8a:84:f0,353.6,N,15,-1,507.8,-1,547.8,20,-1,7,5.004,2015-11-03T22:20:57.480Z,-69.04,0.8713904,37.7864538667,-122.4035225,MA1U83AccD,101043.4,1446589256.04824,2015-11-03T22:20:57.480Z
-1,-1,98,41,101,-1,E,41.3333333333,b8:27:eb:8a:84:f0,359.833333333,N,14.8333333333,-1,508.5,-1,548.166666667,19.6666666667,-1,7,5.0116666667,2015-11-03T22:21:03.905Z,-66.9333333333,1.9642606667,37.7863681389,-122.403495597,wxVfmVGdgj,101047.166667,1446589261.96396,2015-11-03T22:21:03.905Z
-1,-1,97.6666666667,40.8333333333,101,-1,E,41,b8:27:eb:8a:84:f0,345.333333333,N,14.3333333333,-1,509,-1,547.833333333,19.6666666667,-1,6.6666666667,5.0016666667,2015-11-03T22:21:03.914Z,-62.1666666667,0.77471,37.7863101667,-122.403472778,yMr0wlE3wZ,101048.5,1446589261.89064,2015-11-03T22:21:03.914Z
-1,-1,98,41,100.8,-1,E,40.8,b8:27:eb:8a:84:f0,343.6,N,13,-1,508.4,-1,548.2,19.4,-1,6.6,4.998,2015-11-03T22:21:12.850Z,-66.04,0.9348448,37.7863492167,-122.403484567,G4TuHLFrms,101047.8,1446589266.19789,2015-11-03T22:21:12.850Z
-1,-1,97.5,41,100.833333333,-1,E,40.8333333333,b8:27:eb:8a:84:f0,349.333333333,N,13.1666666667,-1,507.666666667,-1,548.166666667,19.6666666667,-1,6.8333333333,5,2015-11-03T22:21:13.196Z,-71.5,0.5244623333,37.7864035972,-122.403504694,ht8hYUjofT,101046,1446589272.24962,2015-11-03T22:21:13.196Z
-1,-1,98.4,41,101,-1,E,41,b8:27:eb:8a:84:f0,366.4,N,12.2,-1,508.4,-1,547.4,19.8,-1,6,5.01,2015-11-03T22:21:17.770Z,-73.96,0.9193316,37.7864202167,-122.403508317,rAWip73lcu,101044.4,1446589276.01872,2015-11-03T22:21:17.770Z
-1,-1,103.666666667,41,101.666666667,-1,E,41,b8:27:eb:8a:84:f0,358,N,13.6666666667,-1,508.666666667,-1,548.5,20,-1,7,5.025,2015-11-03T22:21:48.837Z,-26.6,0.3600144,37.786081,-122.403437083,48pjIeMKsf,101043.833333,1446589306.9351,2015-11-03T22:21:48.837Z
-1,-1,109,41.6,102,-1,E,41,b8:27:eb:8a:84:f0,347.4,N,15.4,-1,507.6,-1,548.6,20,-1,6.6,5.022,2015-11-03T22:21:49.487Z,-47.02,0.3699148,37.7861291333,-122.403430767,pKV9XfCxRB,101048.8,1446589307.58256,2015-11-03T22:21:49.487Z
