timestamp,Z_PK,Z_ENT,Z_OPT,altitude,course,hAccuracy,lat,lng,speed,ZTIMESTAMP,vAccuracy
2015/11/09 19:09:44,265,1,1,15.56854248046875,240.8203125,10,37.78665252499076,-122.4049978238739,4.860000133514404,468904184.371895,4
2015/11/09 21:11:05,266,1,1,80.29031372070312,270,50,37.74870706259995,-122.4897454866418,0.5400000214576721,468911465.406153,4
2015/11/09 19:25:38,267,1,1,60.31600952148438,267.5390625,10,37.77422538962008,-122.4368082360573,3.869999885559082,468905138.365353,3
2015/11/09 20:59:45,268,1,1,69.02108764648438,271.0546875,10,37.74433166723488,-122.4883065653243,1.610000014305115,468910785.531216,3
2015/11/09 20:48:03,269,1,1,63.95791625976562,200.7421875,30,37.74283641952811,-122.4872815423854,0.5099999904632568,468910083.064821,3
2015/11/09 19:24:29,270,1,1,53.81503295898438,261.2109375,10,37.7725654794255,-122.435195054973,2.619999885559082,468905069.062924,4
2015/11/09 20:17:34,271,1,1,70.57388305664062,170.15625,5,37.74556288499175,-122.4888536521443,1.529999971389771,468908254.968886,3
2015/11/09 20:14:39,272,1,1,75.39126586914062,150.46875,10,37.74749114181636,-122.4898504280695,0.8299999833106995,468908079.349927,3
2015/11/09 20:06:03,273,1,1,76.92950439453125,-1,200,37.74815738961771,-122.4894208216467,0.1964551234190886,468907562.9999667,10
2015/11/09 19:51:17,274,1,1,78.46456909179688,177.7065277099609,10,37.75178138274269,-122.4902936158469,3.119999885559082,468906677.052374,3
2015/11/09 19:48:02,275,1,1,73.48416137695312,269.6484375,10,37.75932039603382,-122.4902857841202,3.869999885559082,468906482.352054,4
2015/11/09 19:45:04,276,1,1,83.18032836914062,264.375,10,37.75982293303847,-122.4792336580553,5.289999961853027,468906304.151675,3
2015/11/09 19:40:26,277,1,1,67.06497192382812,147.8148498535156,10,37.76664328944947,-122.4789553473238,3.630000114440918,468906026.95439,4
2015/11/09 19:37:21,278,1,1,73.37124633789062,293.0615234375,10,37.77156870910809,-122.4748079934216,4.360000133514404,468905841.862246,4
2015/11/09 20:20:20,279,1,1,64.87490844726562,181.7578125,10,37.74308209311007,-122.4885449466505,3.299999952316284,468908420.345536,3
2015/11/09 21:03:03,280,1,1,63.30648803710938,358.9453125,10,37.74508008736907,-122.4908372295298,1.389999985694885,468910983.532346,3
2015/11/09 21:10:45,281,1,1,79.91525268554688,1.40625,50,37.7486136462891,-122.4896682054945,1.350000023841858,468911445.506663,4
2015/11/09 19:20:28,282,1,1,32.96304321289062,312.1875,10,37.77384351011158,-122.4255010486789,0.8999999761581421,468904828.168533,6
2015/11/09 19:28:30,283,1,1,71.69802856445312,242.578125,10,37.77282955128492,-122.4463640247681,4.809999942779541,468905310.2627,3
2015/11/09 21:10:25,284,1,1,78.62057495117188,164.53125,50,37.74850480727642,-122.4898846262344,1.320000052452087,468911425.705278,4
2015/11/09 21:00:41,285,1,1,64.14010620117188,265.4296875,10,37.74434893395541,-122.489344412575,1.120000004768372,468910841.633137,3
2015/11/09 21:04:19,286,1,1,62.97067260742188,345.5859375,10,37.74619165345816,-122.4908718467899,1.509999990463257,468911059.475964,3
2015/11/09 20:58:26,287,1,1,68.37448120117188,354.0234375,10,37.74381844330369,-122.4874859770038,1.789999961853027,468910706.336722,3
2015/11/09 20:22:02,288,1,1,64.49331665039062,102.65625,30,37.74270704485266,-122.487227562929,1.299999952316284,468908522.757936,4
2015/11/09 20:19:11,289,1,1,67.91250610351562,204.609375,10,37.74414730727462,-122.4886219763406,1.279999971389771,468908351.04559,3
2015/11/09 20:16:22,290,1,1,69.56588745117188,135,10,37.746166130563,-122.489608693982,1.450000047683716,468908182.151125,3
2015/11/12 21:34:57,291,1,1,10.58935451507568,-1,65,37.78577761864241,-122.4029643808528,-1,469172097.806517,10
2015/11/12 21:35:11,292,1,1,15.11740112304688,238.7109375,5,37.78581634633036,-122.4035569747187,0,469172111.0492,4
2015/11/12 21:40:24,293,1,1,15.11044311523438,339.609375,30,37.78625342067125,-122.403372740487,3.559999942779541,469172424.536143,4
2015/11/12 21:40:57,294,1,1,16.31002807617188,0.703125,10,37.78677930127623,-122.4034816214092,0.6299999952316284,469172457.510948,4
2015/11/12 21:41:17,295,1,1,16.379638671875,194.765625,10,37.78691336981746,-122.4030737580009,1.509999990463257,469172477.30805,4
2015/11/12 21:41:37,296,1,1,18.33966064453125,0.703125,10,37.7874716464782,-122.4033453316636,3.75,469172497.108486,4
2015/11/12 21:42:29,297,1,1,23.3656005859375,238.359375,10,37.78727940752896,-122.4043126032896,4.53000020980835,469172549.905638,4
2015/11/12 21:42:43,298,1,1,19.92218017578125,175.4296875,30,37.78680951803717,-122.4043842685618,2.009999990463257,469172563.128323,4
2015/11/12 21:43:02,299,1,1,19.46243286132812,217.6171875,10,37.78646686583551,-122.4050028530158,6.199999809265137,469172582.904307,4
2015/11/12 21:43:19,300,1,1,17.79135131835938,233.0859375,10,37.78583340350332,-122.4059444760181,6.510000228881836,469172599.572459,4
2015/11/12 21:43:32,301,1,1,17.0682373046875,225.4754791259766,10,37.78540009460384,-122.4063033660786,4.800000190734863,469172612.622178,4
2015/11/12 21:43:45,302,1,1,15.89669799804688,224.8135986328125,10,37.78485415097656,-122.4069897566915,6.809999942779541,469172625.807759,4
2015/11/12 21:43:59,303,1,1,14.84237670898438,224.8135986328125,10,37.7845919107062,-122.4073194207085,0.7200000286102295,469172639.008373,4
2015/11/12 21:44:18,304,1,1,14.23385620117188,228.8671875,10,37.78412785384597,-122.4083083403505,5.360000133514404,469172658.803966,4
2015/11/12 21:44:35,305,1,1,15.40267944335938,236.25,10,37.78356505095752,-122.4090354704507,4.539999961853027,469172675.323156,3
2015/11/12 21:44:51,306,1,1,15.10946655273438,223.2421875,10,37.78297638989778,-122.4098065217234,5.190000057220459,469172691.826044,3
2015/11/12 21:45:08,307,1,1,15.5040283203125,223.59375,10,37.7824814385155,-122.4102957734115,2.289999961853027,469172708.342592,3
2015/11/12 21:45:28,308,1,1,15.57058715820312,225.3991394042969,10,37.78174860518735,-122.4110731761997,6.460000038146973,469172728.501215,4
2015/11/12 21:45:45,309,1,1,17.72607421875,223.2421875,10,37.78117725629153,-122.4120117166288,5.510000228881836,469172745.204023,3
2015/11/12 21:45:58,310,1,1,18.1739501953125,226.7578125,10,37.78079948391559,-122.4125009683169,2.130000114440918,469172758.483681,4
2015/11/12 21:46:31,311,1,1,16.45263671875,224.3320007324219,10,37.78015752620522,-122.4130914837895,4.599999904632568,469172791.72016,4
2015/11/12 21:46:48,312,1,1,18.15585327148438,229.21875,10,37.77966591533067,-122.4138615188398,3.980000019073486,469172808.242918,4
2015/11/12 21:47:04,313,1,1,18.37347412109375,213.046875,10,37.77907000392469,-122.4145106972404,3.599999904632568,469172824.7503,4
2015/11/12 21:47:21,314,1,1,18.34536743164062,211.9921875,10,37.77889457069131,-122.4148603064217,1.529999971389771,469172841.270676,4
2015/11/12 21:47:41,315,1,1,19.20599365234375,224.9999847412109,10,37.77824199269789,-122.4155280145503,6.789999961853027,469172861.170655,4
2015/11/12 21:47:54,316,1,1,20.95590209960938,216.9140625,10,37.77775605678351,-122.4161052704997,5.929999828338623,469172874.316177,4
2015/11/12 21:48:10,317,1,1,21.3082275390625,225.1861419677734,10,37.77709601671727,-122.4168165773517,6.869999885559082,469172890.71586,4
2015/11/12 21:48:24,318,1,1,19.71511840820312,225.1861419677734,30,37.77673665883594,-122.4172741929215,2.039999961853027,469172904.030104,4
2015/11/12 21:48:57,319,1,1,22.16748046875,207.421875,10,37.77617397255988,-122.4181596749671,5.71999979019165,469172937.107052,4
2015/11/12 21:49:10,320,1,1,25.2529296875,233.4375,10,37.77561049911917,-122.4187940173991,3.700000047683716,469172950.411382,4
2015/11/12 21:49:26,321,1,1,23.63626098632812,258.046875,10,37.77514308228881,-122.4197580200829,2.880000114440918,469172966.900587,4
